Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
WBIT,WBI BullBear Trend Switch US 3000 Total Return ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
WBIF,WBI BullBear Value 3000 ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
WBIG,WBI BullBear Yield 3000 ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
WBIY,WBI Power Factor High Dividend ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
N/A,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CFCV,ClearBridge Focus Value ESG ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
ADX,Adams Diversified Equity Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
PEO,Adams Natural Resources Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
ADKSX,Adirondack Small Cap Fund,Small Value,21.79,-inf,26.28,16.15,4.76,9.48,-inf,2,False
AVK,Advent Convertible & Income Fund,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
IFPUX,Independent Franchise Partners US Equity Fund,Large Blend,11.96,-inf,17.68,24.32,15.7,14.53,-inf,3,False
STFGX,State Farm Growth Fund,Large Blend,18.72,-inf,24.24,23.08,14.68,13.31,-inf,2,False
SFITX,State Farm Interim Fund,,-inf,-inf,-1.52,2.36,1.82,1.2,-inf,-1,False
CLFLX,AdvisorOne CLS Flexible Income Fund;N,,-inf,-inf,-0.15,4.55,3.11,2.78,-inf,-1,False
CLACX,AdvisorOne CLS Global Aggressive Equity Fund;N,World Large-Stock Blend,10.47,-inf,12.89,19.92,12.77,11.71,-inf,3,False
CLSAX,AdvisorOne CLS Global Diversified Equity Fund;N,World Large-Stock Blend,12.93,-inf,16.8,16.52,11.38,10.1,-inf,3,False
CLERX,AdvisorOne CLS Growth and Income Fund;N,Allocation--30% to 50% Equity,6.82,-inf,8.98,9.28,6.12,5.84,-inf,2,False
CLSHX,AdvisorOne CLS Shelter Fund;N,Tactical Allocation,11.1,-inf,14.53,7.51,6.08,6.88,-inf,3,False
ATAFX,American Trust Allegiance Fund,Large Blend,18.39,-inf,21.79,17.62,11.01,10.06,-inf,1,False
CIAOX,Capital Advisors Growth Fund,Large Growth,17.8,-inf,19.35,29.01,17.51,14.83,-inf,2,False
CHASX,Chase Growth Fund;N,Large Growth,18.05,-inf,20.14,22.91,15.76,14.49,-inf,2,False
CHAIX,Chase Growth Fund;Institutional,Large Growth,18.14,-inf,20.1,22.95,15.86,14.68,-inf,2,False
DFMAX,Davidson Multi-Cap Equity Fund;A,Large Blend,23.13,-inf,27.52,26.4,15.59,15.04,-inf,3,False
LOMAX,Edgar Lomax Value Fund,Large Value,17.94,-inf,24.13,13.6,10.26,11.62,-inf,3,False
FPCGX,Fort Pitt Capital Total Return Fund,Large Blend,18.8,-inf,21.41,19.94,13.81,13.06,-inf,2,False
HUSEX,Huber Small Cap Value Fund;Institutional,Small Value,21.22,-inf,30.39,18.7,7.73,8.92,-inf,3,False
HUSIX,Huber Small Cap Value Fund;Investor,Small Value,24.86,-inf,30.16,18.45,7.48,8.56,-inf,3,False
PBBBX,PIA BBB Bond Fund;MACS,,-inf,-inf,-0.82,7.82,5.57,4.81,-inf,-1,False
PMTGX,PIA MBS Bond Fund;MACS,,-inf,-inf,-1.14,2.99,2.45,2.2,-inf,-1,False
PIASX,PIA Short-Term Securities Fund;Advisor,,-inf,-inf,-0.09,1.66,1.41,0.98,-inf,-1,False
PFPFX,Poplar Forest Partners Fund;A,Large Value,31.82,-inf,37.49,18.84,6.56,11.98,-inf,1,False
IPFPX,Poplar Forest Partners Fund;Inst,Large Value,32.13,-inf,37.84,19.14,6.82,12.26,-inf,1,False
PZINX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
PZVNX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
HEDJX,Scharf Alpha Opportunity Fund;Retail,,-inf,-inf,0,0,0,0,-inf,-1,False
LOGIX,Scharf Fund;Institutional,,-inf,-inf,21.24,20.02,12.75,N/A,-inf,-1,False
SEMBX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
SEMRX,Semper Short Duration Fund;Investor,Ultrashort Bond,1.85,-inf,2.04,1.39,1.8,1.38,-inf,3,False
CIPSX,Champlain Small Company Fund;Advisor,Small Growth,8.77,-inf,11.59,21.46,12.67,13.81,-inf,3,False
SPRDX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RRH,Advocate Rising Rate Hedge ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
ADSRX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
ADISX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
DMCY,Democracy International Fund,,-inf,-inf,0,0,0,0,-inf,-1,False
DEMZ,Democratic Large Cap Core ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
FFBAX,First Foundation Fixed Income Fund;A,Intermediate Core-Plus Bond,0.82,-inf,1.45,5.17,3.74,3.07,-inf,2,False
FFBYX,First Foundation Fixed Income Fund;Y,Intermediate Core-Plus Bond,1.06,-inf,1.7,5.44,4.0,3.33,-inf,3,False
FBBAX,First Foundation Total Return Fund;A,Allocation--50% to 70% Equity,19.18,-inf,23.48,17.23,8.73,8.41,-inf,2,False
FBBYX,First Foundation Total Return Fund;Y,Allocation--50% to 70% Equity,18.45,-inf,23.77,17.54,9.0,8.68,-inf,3,False
CCPAX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CCPCX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CSAMX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CSCMX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GQFIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GQFPX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GQJIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GQJPX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GQHIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GQHPX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
LLDWX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
ZGEIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
ZIFIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RAYC,Rayliant Quantamental China Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
RAYE,Rayliant Quantamental Emerging Market Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
RAYD,Rayliant Quantitative Developed Market Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
SSSIX,SouthernSun Small Cap Fund;I,Small Blend,17.76,-inf,19.56,23.79,9.75,10.39,-inf,2,False
SSSFX,SouthernSun Small Cap Fund;N,Small Blend,17.48,-inf,19.27,23.5,9.48,10.12,-inf,2,False
AEMGX,Acadian Emerging Markets Portfolio;Investor,Diversified Emerging Mkts,4.47,-inf,8.56,11.83,9.14,5.5,-inf,3,False
CAMAX,Cambiar Aggressive Value Fund;Investor,World Large-Stock Blend,13.07,-inf,16.99,19.14,6.2,9.98,-inf,1,False
CAMGX,Cambiar Global Equity Fund;Investor,World Large-Stock Blend,5.98,-inf,9.74,16.3,8.58,9.56,-inf,2,False
CAMIX,Cambiar International Equity Fund;Investor,Foreign Large Blend,1.25,-inf,4.58,7.62,4.06,6.03,-inf,2,False
CAMZX,Cambiar Small Cap Fund;Institutional,Small Blend,12.92,-inf,16.39,19.1,7.91,9.54,-inf,2,False
CAMSX,Cambiar Small Cap Fund;Investor,Small Blend,12.76,-inf,16.2,18.91,7.75,9.32,-inf,2,False
AWGIX,CIBC Atlas All Cap Growth Fund;Institutional,Large Growth,23.4,-inf,23.2,31.37,23.39,16.04,-inf,2,False
AWYIX,CIBC Atlas Equity Income Fund;Institutional,Large Growth,25.19,-inf,26.87,25.25,17.43,13.05,-inf,2,False
HAVGX,Haverford Quality Growth Stock Fund,Large Blend,17.23,-inf,23.61,24.38,15.43,13.44,-inf,2,False
LSVVX,LSV Conservative Value Equity Fund;Institutional,Large Value,22.53,-inf,27.0,16.14,9.11,12.45,-inf,3,False
LSVEX,LSV Value Equity Fund;Institutional,Large Value,23.01,-inf,27.37,16.93,8.99,13.28,-inf,3,False
MKIEX,McKee International Equity Portfolio;Institutional,Foreign Large Blend,8.71,-inf,13.58,10.43,6.19,6.26,-inf,1,False
RHJSX,Rice Hall James MicroCap Portfolio;Institutional,Small Growth,22.55,-inf,23.22,20.59,12.77,13.28,-inf,2,False
RHJMX,Rice Hall James Small Cap Portfolio;Institutional,Small Growth,16.84,-inf,19.42,17.97,8.95,9.89,-inf,1,False
SENT,AdvisorShares Alpha DNA Equity Sentiment ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AADR,AdvisorShares Dorsey Wright ADR ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DWSH,AdvisorShares Dorsey Wright Short ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DBLV,AdvisorShares DoubleLine Value Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
CWS,AdvisorShares Focused Equity ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
GK,AdvisorShares Gerber Kawasaki ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BEDZ,AdvisorShares Hotel ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
MINC,AdvisorShares Newfleet Multi-Sector Income ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
HOLD,AdvisorShares North Square McKee Core Reserves ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
MENV,AdvisorShares North Square McKee ESG Core Bond ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
PSDN,AdvisorShares Poseidon Dynamic Cannabis ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
PSIL,AdvisorShares Psychedelics ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
YOLO,AdvisorShares Pure Cannabis ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
MSOS,AdvisorShares Pure US Cannabis ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
QPX,AdvisorShares Q Dynamic Growth ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
QPT,AdvisorShares Q Portfolio Blended Allocation ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
HDGE,AdvisorShares Ranger Equity Bear ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
EATZ,AdvisorShares Restaurant ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
VEGA,AdvisorShares STAR Global Buy-Write ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
VICE,AdvisorShares Vice ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AVALX,Aegis Value Fund;I,Small Value,28.27,-inf,32.14,25.9,14.13,11.76,-inf,3,False
AGQIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AGQRX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
GLIF,AGFiQ Global Infrastructure ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DIVA,AGFiQ Hedged Dividend Income Fund,,-inf,-inf,0,0,0,0,-inf,-1,False
BTAL,AGFiQ U.S. Market Neutral Anti-Beta Fund,,-inf,-inf,0,0,0,0,-inf,-1,False
VAFAX,Invesco American Franchise Fund;A,Large Growth,11.55,-inf,11.01,31.02,20.84,17.1,-inf,3,False
VAFCX,Invesco American Franchise Fund;C,Large Growth,10.82,-inf,10.18,30.03,19.93,16.21,-inf,3,False
VAFRX,Invesco American Franchise Fund;R,Large Growth,9.66,-inf,10.77,30.7,20.54,16.81,-inf,3,False
VAFNX,Invesco American Franchise Fund;R5,Large Growth,10.2,-inf,11.34,31.4,21.2,17.48,-inf,3,False
VAFIX,Invesco American Franchise Fund;Y,Large Growth,11.83,-inf,11.31,31.36,21.15,17.39,-inf,3,False
OPTFX,Invesco Capital Appreciation Fund;A,Large Growth,21.17,-inf,20.48,32.64,21.23,16.37,-inf,3,False
OTFCX,Invesco Capital Appreciation Fund;C,Large Growth,20.32,-inf,19.55,31.62,20.29,15.48,-inf,2,False
OTCNX,Invesco Capital Appreciation Fund;R,Large Growth,20.89,-inf,20.14,32.28,20.9,16.07,-inf,3,False
OPTIX,Invesco Capital Appreciation Fund;R6,,-inf,-inf,20.86,33.24,21.75,N/A,-inf,-1,True
OTCYX,Invesco Capital Appreciation Fund;Y,Large Growth,21.42,-inf,20.73,32.94,21.5,16.68,-inf,3,False
ACPSX,Invesco Core Plus Bond Fund;A,,-inf,-inf,-0.42,6.7,4.47,4.19,-inf,-1,False
CPCFX,Invesco Core Plus Bond Fund;C,,-inf,-inf,-1.17,5.91,3.71,3.42,-inf,-1,False
CPBRX,Invesco Core Plus Bond Fund;R,,-inf,-inf,-0.67,6.44,4.23,3.93,-inf,-1,False
CPIIX,Invesco Core Plus Bond Fund;R5,,-inf,-inf,-0.17,6.97,4.75,4.46,-inf,-1,False
CPBYX,Invesco Core Plus Bond Fund;Y,,-inf,-inf,-0.17,6.97,4.75,4.46,-inf,-1,False
VADAX,Invesco Equally-Weighted S&P 500 Fund;A,Large Blend,22.76,-inf,27.25,23.17,14.21,14.8,-inf,2,False
VADCX,Invesco Equally-Weighted S&P 500 Fund;C,Large Blend,21.96,-inf,26.34,22.27,13.38,13.96,-inf,2,False
VADRX,Invesco Equally-Weighted S&P 500 Fund;R,Large Blend,22.49,-inf,26.92,22.86,13.92,14.51,-inf,2,False
VADDX,Invesco Equally-Weighted S&P 500 Fund;Y,Large Blend,23.06,-inf,27.56,23.47,14.49,15.08,-inf,3,False
ACEIX,Invesco Equity & Income Fund;A,Allocation--50% to 70% Equity,14.71,-inf,17.76,16.1,8.79,10.35,-inf,3,False
ACERX,Invesco Equity & Income Fund;C,Allocation--50% to 70% Equity,13.99,-inf,16.83,15.25,7.98,9.53,-inf,3,False
ACESX,Invesco Equity & Income Fund;R,Allocation--50% to 70% Equity,14.5,-inf,17.44,15.77,8.52,10.07,-inf,3,False
ACEKX,Invesco Equity & Income Fund;R5,Allocation--50% to 70% Equity,15.15,-inf,18.1,16.46,9.15,10.7,-inf,3,False
ACETX,Invesco Equity & Income Fund;Y,Allocation--50% to 70% Equity,15.12,-inf,18.06,16.39,9.08,10.63,-inf,3,False
AFRCX,Invesco Floating Rate ESG Fund;C,Bank Loan,5.0,-inf,5.84,4.4,3.19,3.78,-inf,3,False
ASRCX,Invesco Global Real Estate Income Fund;C,Global Real Estate,13.47,-inf,18.16,8.69,5.82,5.91,-inf,3,False
ACGIX,Invesco Growth & Income Fund;A,Large Value,23.32,-inf,27.8,18.33,9.46,12.18,-inf,2,False
ACGKX,Invesco Growth & Income Fund;C,Large Value,22.53,-inf,26.95,17.52,8.68,11.36,-inf,2,False
ACGLX,Invesco Growth & Income Fund;R,Large Value,23.06,-inf,27.49,18.04,9.19,11.9,-inf,2,False
ACGQX,Invesco Growth & Income Fund;R5,Large Value,23.76,-inf,28.26,18.73,9.82,12.56,-inf,3,False
ACGMX,Invesco Growth & Income Fund;Y,Large Value,23.62,-inf,28.11,18.63,9.73,12.46,-inf,3,False
SCAUX,Invesco Income Advantage US Fund;A,Large Value,18.3,-inf,20.31,10.43,6.36,8.57,-inf,1,False
SCCUX,Invesco Income Advantage US Fund;C,Large Value,17.59,-inf,19.43,9.6,5.54,7.74,-inf,1,False
SCRUX,Invesco Income Advantage US Fund;R,Large Value,18.01,-inf,20.01,10.16,6.08,8.29,-inf,1,False
SCIUX,Invesco Income Advantage US Fund;R5,Large Value,18.72,-inf,20.77,10.9,6.8,9.01,-inf,1,False
SCAYX,Invesco Income Advantage US Fund;Y,Large Value,18.6,-inf,20.64,10.7,6.63,8.83,-inf,1,False
SCNUX,Invesco Income Advantage US Fund;Inv,Large Value,18.35,-inf,20.36,10.43,6.35,8.57,-inf,1,False
SPIAX,Invesco S&P 500 Index Fund;A,Large Blend,22.87,-inf,26.94,25.91,16.97,15.75,-inf,3,False
SPICX,Invesco S&P 500 Index Fund;C,Large Blend,22.11,-inf,26.1,25.02,16.14,14.9,-inf,3,False
OOSAX,Invesco Senior Floating Rate Fund;A,Bank Loan,8.1,-inf,8.8,1.98,1.78,3.45,-inf,2,False
OOSCX,Invesco Senior Floating Rate Fund;C,Bank Loan,7.35,-inf,8.14,1.22,1.04,2.73,-inf,1,False
OOSYX,Invesco Senior Floating Rate Fund;Y,Bank Loan,8.37,-inf,9.09,2.19,2.02,3.71,-inf,2,False
ORSCX,Invesco Short Term Municipal Fund;C,,-inf,-inf,-0.77,1.05,1.07,1.12,-inf,-1,False
CHTRX,Invesco Charter Fund;A,Large Blend,22.88,-inf,25.98,23.66,13.09,11.76,-inf,1,False
CHTCX,Invesco Charter Fund;C,Large Blend,22.08,-inf,25.09,22.74,12.25,10.93,-inf,1,False
CHRRX,Invesco Charter Fund;R,Large Blend,22.57,-inf,25.71,23.37,12.81,11.48,-inf,1,False
CHTVX,Invesco Charter Fund;R5,Large Blend,23.17,-inf,26.32,24.05,13.45,12.13,-inf,2,False
CHRSX,Invesco Charter Fund;S,Large Blend,20.78,-inf,26.11,23.78,13.22,11.87,-inf,1,False
CHTYX,Invesco Charter Fund;Y,Large Blend,23.18,-inf,26.28,23.97,13.39,12.03,-inf,2,False
LCEAX,Invesco Diversified Dividend Fund;A,Large Value,12.6,-inf,17.84,13.7,7.59,11.2,-inf,3,False
LCEVX,Invesco Diversified Dividend Fund;C,Large Value,11.76,-inf,16.96,12.86,6.79,10.38,-inf,2,False
DDFRX,Invesco Diversified Dividend Fund;R,Large Value,12.3,-inf,17.53,13.42,7.32,10.93,-inf,3,False
DDFIX,Invesco Diversified Dividend Fund;R5,Large Value,12.85,-inf,18.19,14.03,7.91,11.54,-inf,3,False
LCEYX,Invesco Diversified Dividend Fund;Y,Large Value,12.8,-inf,18.13,13.98,7.86,11.48,-inf,3,False
LCEIX,Invesco Diversified Dividend Fund;Investor,Large Value,12.62,-inf,18.01,13.81,7.68,11.26,-inf,3,False
OMSOX,Invesco Main Street All Cap Fund;A,Large Blend,22.7,-inf,24.82,26.88,15.16,13.68,-inf,3,False
OMSCX,Invesco Main Street All Cap Fund;C,Large Blend,21.88,-inf,23.87,25.94,14.31,12.84,-inf,2,False
OMSNX,Invesco Main Street All Cap Fund;R,Large Blend,22.46,-inf,24.55,26.56,14.87,13.38,-inf,2,False
OMSYX,Invesco Main Street All Cap Fund;Y,Large Blend,23.05,-inf,25.13,27.18,15.43,13.97,-inf,3,False
MSIGX,Invesco Main Street Fund;A,Large Blend,23.1,-inf,26.19,24.99,14.92,14.79,-inf,3,False
MIGCX,Invesco Main Street Fund;C,Large Blend,22.24,-inf,25.25,24.04,14.04,13.93,-inf,3,False
OMGNX,Invesco Main Street Fund;R,Large Blend,22.76,-inf,25.88,24.66,14.61,14.49,-inf,3,False
OMSIX,Invesco Main Street Fund;R6,,-inf,-inf,26.62,25.43,15.34,N/A,-inf,-1,True
MIGYX,Invesco Main Street Fund;Y,Large Blend,23.33,-inf,26.48,25.28,15.18,15.09,-inf,3,False
OARDX,Invesco Rising Dividends Fund;A,Large Blend,19.98,-inf,25.24,23.16,14.33,12.64,-inf,2,False
OCRDX,Invesco Rising Dividends Fund;C,Large Blend,19.11,-inf,24.29,22.26,13.48,11.8,-inf,1,False
ONRDX,Invesco Rising Dividends Fund;R,Large Blend,19.68,-inf,24.93,22.87,14.04,12.33,-inf,2,False
OYRDX,Invesco Rising Dividends Fund;Y,Large Blend,20.22,-inf,25.6,23.49,14.62,12.91,-inf,2,False
CSMMX,Invesco Summit Fund;C,Large Growth,10.5,-inf,9.5,30.32,20.79,16.92,-inf,3,False
SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZAA,AllianzIM U.S. Large Cap Buffer10 Apr ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZAJ,AllianzIM U.S. Large Cap Buffer10 Jan ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZAL,AllianzIM U.S. Large Cap Buffer10 Jul ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZAO,AllianzIM U.S. Large Cap Buffer10 Oct ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZBA,AllianzIM U.S. Large Cap Buffer20 Apr ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZBJ,AllianzIM U.S. Large Cap Buffer20 Jan ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZBL,AllianzIM U.S. Large Cap Buffer20 Jul ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
AZBO,AllianzIM U.S. Large Cap Buffer20 Oct ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
ESMCX,Invesco European Small Company Fund;C,Europe Stock,16.92,-inf,21.98,14.67,10.17,11.02,-inf,3,False
AWSAX,Invesco Global Core Equity Fund;A,World Large-Stock Blend,11.16,-inf,15.12,17.64,10.5,9.31,-inf,2,False
AWSCX,Invesco Global Core Equity Fund;C,World Large-Stock Blend,10.46,-inf,14.2,16.76,9.69,8.51,-inf,2,False
AWSRX,Invesco Global Core Equity Fund;R,World Large-Stock Blend,9.53,-inf,14.85,17.37,10.24,9.05,-inf,2,False
AWSIX,Invesco Global Core Equity Fund;R5,World Large-Stock Blend,13.5,-inf,15.43,17.96,10.79,9.64,-inf,2,False
AWSYX,Invesco Global Core Equity Fund;Y,World Large-Stock Blend,11.41,-inf,15.42,17.93,10.78,9.59,-inf,2,False
IEGAX,Invesco International Small Company Fund;A,Foreign Small/Mid Blend,13.18,-inf,18.24,15.25,10.54,7.01,-inf,3,False
IEGCX,Invesco International Small Company Fund;C,Foreign Small/Mid Blend,12.38,-inf,17.25,14.37,9.7,6.2,-inf,2,False
IEGIX,Invesco International Small Company Fund;R5,Foreign Small/Mid Blend,13.51,-inf,18.58,15.65,10.93,7.37,-inf,3,False
IEGYX,Invesco International Small Company Fund;Y,Foreign Small/Mid Blend,13.43,-inf,18.5,15.54,10.81,7.26,-inf,3,False
SMECX,Invesco Small Cap Equity Fund;C,Small Blend,15.52,-inf,16.37,24.04,11.37,10.89,-inf,3,False
SMERX,Invesco Small Cap Equity Fund;R,Small Blend,16.02,-inf,16.84,24.61,11.89,11.43,-inf,3,False
OAAAX,Invesco Active Allocation Fund;A,Allocation--70% to 85% Equity,11.36,-inf,13.24,16.87,10.85,9.64,-inf,3,False
OAACX,Invesco Active Allocation Fund;C,Allocation--70% to 85% Equity,10.53,-inf,12.47,16.0,10.02,8.83,-inf,2,False
OAANX,Invesco Active Allocation Fund;R,Allocation--70% to 85% Equity,11.1,-inf,12.96,16.56,10.57,9.37,-inf,3,False
OAAYX,Invesco Active Allocation Fund;Y,Allocation--70% to 85% Equity,11.65,-inf,13.51,17.13,11.1,9.93,-inf,3,False
CNSAX,Invesco Convertible Securities Fund;A,Convertibles,2.88,-inf,3.19,22.97,14.34,11.29,-inf,3,False
CNSCX,Invesco Convertible Securities Fund;C,Convertibles,2.22,-inf,2.46,22.07,13.49,10.49,-inf,3,False
CNSIX,Invesco Convertible Securities Fund;R5,Convertibles,2.36,-inf,3.47,23.29,14.64,11.6,-inf,3,False
CNSDX,Invesco Convertible Securities Fund;Y,Convertibles,3.1,-inf,3.45,23.27,14.62,11.55,-inf,3,False
GTNDX,Invesco Income Advantage International Fund;A,nan,12.22,-inf,13.83,8.74,5.42,6.37,-inf,2,False
GNDCX,Invesco Income Advantage International Fund;C,nan,11.37,-inf,12.96,7.91,4.64,5.58,-inf,1,False
GTNRX,Invesco Income Advantage International Fund;R,nan,11.95,-inf,13.53,8.48,5.17,6.11,-inf,2,False
GNDIX,Invesco Income Advantage International Fund;R5,nan,12.51,-inf,14.15,9.16,5.83,6.81,-inf,2,False
GTNYX,Invesco Income Advantage International Fund;Y,nan,12.45,-inf,14.09,9.0,5.7,6.63,-inf,2,False
ALAAX,Invesco Income Allocation Fund;A,Allocation--30% to 50% Equity,5.37,-inf,7.22,8.07,5.33,6.17,-inf,3,False
CLIAX,Invesco Income Allocation Fund;C,Allocation--30% to 50% Equity,4.65,-inf,6.33,7.23,4.54,5.37,-inf,2,False
RLIAX,Invesco Income Allocation Fund;R,Allocation--30% to 50% Equity,5.13,-inf,6.87,7.77,5.05,5.9,-inf,2,False
ILAAX,Invesco Income Allocation Fund;R5,Allocation--30% to 50% Equity,5.61,-inf,7.4,8.28,5.57,6.43,-inf,3,False
ALAYX,Invesco Income Allocation Fund;Y,Allocation--30% to 50% Equity,5.61,-inf,7.41,8.31,5.58,6.43,-inf,3,False
OIDAX,Invesco International Diversified Fund;A,Foreign Large Growth,2.28,-inf,3.68,15.94,11.6,9.51,-inf,3,False
OIDCX,Invesco International Diversified Fund;C,Foreign Large Growth,1.58,-inf,2.94,15.07,10.77,8.7,-inf,2,False
OIDNX,Invesco International Diversified Fund;R,Foreign Large Growth,2.04,-inf,3.47,15.64,11.32,9.23,-inf,3,False
OIDYX,Invesco International Diversified Fund;Y,Foreign Large Growth,2.51,-inf,3.97,16.24,11.9,9.8,-inf,3,False
OPMSX,Invesco Main Street Mid Cap Fund;A,Mid-Cap Blend,17.22,-inf,20.51,21.31,11.44,12.39,-inf,3,False
OPMCX,Invesco Main Street Mid Cap Fund;C,Mid-Cap Blend,16.44,-inf,19.61,20.44,10.61,11.55,-inf,2,False
OPMNX,Invesco Main Street Mid Cap Fund;R,Mid-Cap Blend,16.97,-inf,20.16,21.02,11.16,12.1,-inf,3,False
OPMYX,Invesco Main Street Mid Cap Fund;Y,Mid-Cap Blend,17.47,-inf,20.83,21.64,11.72,12.7,-inf,3,False
VKMGX,Invesco Quality Income Fund;A,,-inf,-inf,-1.7,3.32,2.43,2.48,-inf,-1,False
VUSCX,Invesco Quality Income Fund;C,,-inf,-inf,-2.41,2.57,1.68,1.72,-inf,-1,False
VUSJX,Invesco Quality Income Fund;R5,,-inf,-inf,-1.35,3.6,2.75,2.8,-inf,-1,False
VUSIX,Invesco Quality Income Fund;Y,,-inf,-inf,-1.41,3.61,2.7,2.74,-inf,-1,False
OACIX,Invesco Select Risk: Conservative Investor Fund;A,Allocation--15% to 30% Equity,2.69,-inf,3.21,8.03,5.68,5.08,-inf,3,False
OCCIX,Invesco Select Risk: Conservative Investor Fund;C,Allocation--15% to 30% Equity,2.02,-inf,2.51,7.26,4.91,4.3,-inf,2,False
ONCIX,Invesco Select Risk: Conservative Investor Fund;R,Allocation--15% to 30% Equity,2.5,-inf,2.93,7.77,5.43,4.81,-inf,2,False
OYCIX,Invesco Select Risk: Conservative Investor Fund;Y,Allocation--15% to 30% Equity,2.88,-inf,3.47,8.3,5.95,5.35,-inf,3,False
AADAX,Invesco Select Risk: Growth Investor Fund;A,Allocation--70% to 85% Equity,11.08,-inf,12.76,15.3,9.71,8.74,-inf,2,False
